type,id,geometry.type,geometry.coordinates,properties.owner,properties.country,properties.anemometerHeight,properties.wmoCountryCode,properties.operationFrom,properties.parameterId,properties.created,properties.barometerHeight,properties.validFrom,properties.type,properties.stationHeight,properties.regionId,properties.name,properties.wmoStationId,properties.operationTo,properties.updated,properties.stationId,properties.validTo,properties.status
Feature,3d64d349-81fc-6602-7414-af085482fb39,Point,"[9.6213, 56.2763]",DMI,DNK,,,2010-01-18T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2010-01-18T00:00:00Z,Pluvio,25.0,6,Grønbæk,,,,05135,2025-10-29T15:10:35Z,Active
Feature,972a279e-b4c6-b834-b540-06141ee6a17b,Point,"[9.6256, 56.2761]",DMI,DNK,,,2010-01-18T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2025-10-29T15:10:35Z,Pluvio,25.0,6,Grønbæk,,,,05135,,Active
Feature,be5218e2-f3f0-0154-011c-c91b6470edfc,Point,"[10.1004, 56.5665]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,75.0,6,Hald,,,,05140,,Active
Feature,80906fa7-c2df-0cfa-01bd-c4f4606d860f,Point,"[10.4403, 56.5062]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,12.0,6,Hevringholm,,,,05150,,Active
Feature,54ad3d27-81e3-c06f-9ab3-17f6ca9d5be3,Point,"[10.5466, 56.1103]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,14.0,6,Sibirien,,,,05160,,Active
Feature,ec1d5ad8-51b0-adc6-ed6b-b6e311f37949,Point,"[10.6185, 55.8322]",DMI,DNK,,,2010-11-18T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2010-11-18T00:00:00Z,Pluvio,18.0,6,Tranebjerg Øst,,,,05165,,Active
Feature,f22df744-05eb-a38a-70ad-907617acbbc2,Point,"[10.2535, 55.9126]",DMI,DNK,,,2010-04-12T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2010-04-12T00:00:00Z,Pluvio,,6,Hov,,,,05169,2011-02-24T00:00:00Z,Active
Feature,3e712baa-c550-8a79-25ef-1aade32721ee,Point,"[10.2565, 55.9117]",DMI,DNK,,,2010-04-12T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-02-24T00:00:00Z,Pluvio,2.0,6,Hov,,,,05169,2023-01-31T11:50:40Z,Active
Feature,77f88989-1ae1-a1eb-3195-78d838ce2b32,Point,"[10.253, 55.9115]",DMI,DNK,,,2010-04-12T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2023-01-31T11:50:40Z,Pluvio,2.0,6,Hov,,,,05169,2023-01-31T12:16:25Z,Active
Feature,5fdced06-cb25-f77c-652b-e74a364fd8e3,Point,"[10.253, 55.9115]",DMI,DNK,,,2010-04-12T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2023-01-31T12:16:25Z,Pluvio,1.5,6,Hov,,,,05169,,Active
Feature,121b9ea1-4670-b677-e111-c7c8b86b0d69,Point,"[9.7877, 56.1496]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,96.0,6,Flensted,,2024-10-29T00:00:00Z,,05185,2015-07-20T00:00:00Z,Active
Feature,7734b526-1204-49f6-9bfb-27fc3086c85c,Point,"[8.3207, 56.7637]",DMI,DNK,,,1971-01-01T00:00:00Z,"['snow_cover_man', 'snow_depth_man']",2022-02-08T13:36:46Z,,1971-01-01T00:00:00Z,Manual snow,,,Vestervig,,,,21100,2020-10-01T00:00:00Z,Active
Feature,a0081777-ea71-9e65-d88d-9e9c97b46d15,Point,"[9.7875, 56.1496]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2015-07-20T00:00:00Z,Pluvio,96.0,6,Flensted,,2024-10-29T00:00:00Z,,05185,2024-10-29T00:00:00Z,Active
Feature,09372a64-8525-94ee-efc5-75c7dabecb91,Point,"[9.7875, 56.1496]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2024-10-29T00:00:00Z,Pluvio,96.0,6,Flensted,,2024-10-29T00:00:00Z,,05185,,Inactive
Feature,8648adc1-2d85-5e77-a6b0-3eb63e7be897,Point,"[9.3298, 56.0761]",DMI,DNK,,,2013-09-17T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2013-09-17T00:00:00Z,Pluvio,85.0,6,Gludsted Plantage Nv,,2025-05-09T00:00:00Z,,05199,2025-05-09T00:00:00Z,Active
Feature,b781b1c0-78e7-f3c9-8a4e-9ca5c0c67f84,Point,"[9.3298, 56.0761]",DMI,DNK,,,2013-09-17T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2025-05-09T00:00:00Z,Pluvio,85.0,6,Gludsted Plantage Nv,,2025-05-09T00:00:00Z,,05199,,Inactive
Feature,a4485bda-c594-9675-cdfe-7b6e6928d1d4,Point,"[9.3768, 55.9603]",DMI,DNK,,,2011-10-17T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-10-17T00:00:00Z,Pluvio,91.0,6,Nørre Snede,,,,05202,,Active
Feature,c0bfa605-3dcf-13c5-32b7-d3960d6a4b7c,Point,"[9.7022, 55.961]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,56.0,6,Vestbirk,,,,05205,,Active
Feature,4efe9d72-c986-6c33-215c-d6607384813f,Point,"[9.9962, 55.7102]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,24.0,6,Juelsminde,,,,05220,,Active
Feature,92df5a33-8ba9-b468-5ea4-7ec2ee93f586,Point,"[9.5533, 55.8314]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,69.0,6,Hesselballe,,,,05225,2011-11-02T00:00:00Z,Active
Feature,dcea2f4f-4770-d899-3758-025cabe79fc1,Point,"[9.5531, 55.8311]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-11-02T00:00:00Z,Pluvio,69.0,6,Hesselballe,,,,05225,,Active
Feature,4b0eec55-6ce8-b4e3-db17-265d03ec56f0,Point,"[9.0163, 55.8528]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2010-04-13T00:00:00Z,Pluvio,52.0,6,Blåhøj Kirkeby,,,,05269,2011-02-21T00:00:00Z,Active
Feature,c153cdb9-4c5c-a4d7-c5df-534ac9405744,Point,"[9.0162, 55.8528]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-02-21T00:00:00Z,Pluvio,52.0,6,Blåhøj Kirkeby,,,,05269,2026-01-05T13:38:18Z,Active
Feature,aa348396-713a-ee8f-ddb9-b49015d34dbe,Point,"[9.0164, 55.848]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2026-01-05T13:38:18Z,Pluvio,52.0,6,Blåhøj Kirkeby,,,,05269,2026-01-05T13:48:21Z,Active
Feature,61609f05-5c09-d010-7ae1-5fcc8b2a676e,Point,"[9.0164, 55.848]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2026-01-05T13:48:21Z,Pluvio,46.5,6,Blåhøj Kirkeby,,,,05269,,Active
Feature,9416294c-9c17-1123-f42e-8fc49cf5ed7a,Point,"[9.1168, 55.9654]",DMI,DNK,,,2011-10-17T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-10-17T00:00:00Z,Pluvio,48.0,6,Brande,,,,05272,,Active
Feature,c08008a3-a41a-b65a-e9d7-b610d09bcd71,Point,"[9.1594, 56.0372]",DMI,DNK,,,2009-04-16T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-04-16T00:00:00Z,Pluvio,67.0,6,Voulund Testfelt P,,2024-07-31T00:00:00Z,,05276,2024-07-31T00:00:00Z,Active
Feature,d6dcc512-12aa-8b48-09d6-3560f3e7d38f,Point,"[9.1594, 56.0372]",DMI,DNK,,,2009-04-16T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2024-07-31T00:00:00Z,Pluvio,67.0,6,Voulund Testfelt P,,2024-07-31T00:00:00Z,,05276,,Inactive
Feature,fd35c0bd-7923-e6ed-c464-1b2adeaeff78,Point,"[8.9854, 56.0626]",DMI,DNK,,,2011-10-17T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-10-17T00:00:00Z,Pluvio,43.0,6,Høgild,,,,05277,,Active
Feature,9cdcdb0e-6d21-4abc-a410-89e5b2a0e812,Point,"[8.3316, 56.7793]",DMI,DNK,,,1971-01-01T00:00:00Z,"['snow_cover_man', 'snow_depth_man']",2022-02-08T13:36:46Z,,2020-10-01T00:00:00Z,Manual snow,21.5,,Vestervig,,,,21100,,Active
Feature,cd9c1e28-474c-7d9b-68ce-567baf50a248,Point,"[8.7297, 56.8334]",DMI,DNK,,,2018-06-11T00:00:00Z,"['snow_cover_man', 'snow_depth_man']",2026-02-16T15:13:17Z,,2018-06-11T00:00:00Z,Manual snow,26.0,,Erslev,,,,21120,,Active
Feature,9fe6ed02-79b5-d012-00c6-a4a2f61addc8,Point,"[8.5246, 56.6489]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,,6,Hvidbjerg,,,,05290,2010-05-04T00:00:00Z,Active
Feature,1a6d2226-4c95-bdfb-2906-86527b64fe6b,Point,"[8.5476, 56.6553]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2010-05-04T00:00:00Z,Pluvio,23.0,6,Semb,,,,05290,,Active
Feature,b0dfc62b-9a39-28b0-1f32-86cd120d68f7,Point,"[8.1465, 56.5032]",DMI,DNK,,,2012-06-12T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2012-06-12T00:00:00Z,Pluvio,15.0,6,Trans,,,,05296,,Active
Feature,e0bf3fb1-0648-35a5-0b9e-ba4b6d6b2cfe,Point,"[8.1659, 56.2604]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,3.0,6,Øby,,,,05300,2011-10-28T00:00:00Z,Active
Feature,91c82509-6d8f-d9ae-735a-352a1f09b821,Point,"[8.1653, 56.2601]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-10-28T00:00:00Z,Pluvio,3.0,6,Øby,,,,05300,,Active
Feature,2d8bbafe-b989-0b20-15dc-d44105714029,Point,"[8.4716, 56.1828]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-14T00:00:00Z,Pluvio,35.0,6,Grønbjerg,,,,05305,2015-07-20T00:00:00Z,Active
Feature,22acf322-0701-4fb0-1bc6-a6ecf84121aa,Point,"[8.4712, 56.1826]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2015-07-20T00:00:00Z,Pluvio,35.0,6,Grønbjerg,,,,05305,2021-01-25T10:04:02Z,Active
Feature,ff7fdfde-a027-716b-0927-b54c367e5b67,Point,"[8.4795, 56.1789]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2021-01-25T10:04:02Z,Pluvio,35.0,6,Grønbjerg,,,,05305,2021-05-28T09:54:27Z,Active
Feature,27df2995-e156-e037-e4fd-318b50ecfe5c,Point,"[8.4871, 56.1837]",DMI,DNK,,,2009-12-14T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2021-05-28T09:54:27Z,Pluvio,35.0,6,Grønbjerg,,,,05305,,Active
Feature,ef4be9b7-347d-3509-fe08-4780faff6cd8,Point,"[8.6933, 55.7246]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,38.0,6,Skovlund,,,,05320,2011-02-23T00:00:00Z,Active
Feature,e2967f7b-2f8e-7f43-2756-5c5ce8af6375,Point,"[8.6933, 55.7247]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-02-23T00:00:00Z,Pluvio,38.0,6,Skovlund,,,,05320,2011-10-28T00:00:00Z,Active
Feature,b594cb27-5507-d804-1a38-bd87788f9f70,Point,"[8.6932, 55.7246]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-10-28T00:00:00Z,Pluvio,38.0,6,Skovlund,,,,05320,,Active
Feature,23a2ca78-e8e9-7dee-38cb-c2b074213e61,Point,"[8.3425, 55.7199]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2010-04-13T00:00:00Z,Pluvio,,6,Outrup,,,,05329,2012-10-25T00:00:00Z,Active
Feature,23b9205b-d4cc-ff3c-a729-1d8951491a12,Point,"[8.3327, 55.723]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2012-10-25T00:00:00Z,Pluvio,18.0,6,Outrup,,,,05329,,Active
Feature,236e30f2-e57d-6e5a-9278-e51e527d2c4a,Point,"[8.9036, 55.4929]",DMI,DNK,,,2013-07-24T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2013-07-24T00:00:00Z,Pluvio,35.0,6,Holsted,,,,05343,,Active
Feature,e7496ccd-ac9d-cf06-7960-99df663c16ed,Point,"[8.7433, 55.3286]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,3.0,6,Ribe Renseanlæg,,,,05345,2011-09-27T00:00:00Z,Active
Feature,4e814626-78b1-c433-3946-3bdb0bf07071,Point,"[8.7436, 55.329]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-09-27T00:00:00Z,Pluvio,3.0,6,Ribe Renseanlæg,,,,05345,,Active
Feature,7d43c04c-393e-b14e-2940-1c395bb61de3,Point,"[8.8326, 55.0561]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,6.0,6,Bredebro,,,,05350,2011-02-23T00:00:00Z,Active
Feature,9019dae2-f4bb-4d02-a9dd-19bc36281609,Point,"[8.8327, 55.0562]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-02-23T00:00:00Z,Pluvio,6.0,6,Bredebro,,,,05350,,Active
Feature,0990d1be-33ab-8d79-56da-84e35b0a82f0,Point,"[8.6652, 54.9872]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,8.0,6,Emmerlev Klev,,,,05355,,Active
Feature,c3c18090-a0ca-0146-65f8-e5f51c6b5458,Point,"[9.4092, 54.9377]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,,6,Kliplev,,,,05365,2011-09-28T00:00:00Z,Active
Feature,90755fe8-df73-2247-01a5-969ee00144a0,Point,"[9.4116, 54.9316]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-09-28T00:00:00Z,Pluvio,44.0,6,Kliplev,,,,05365,,Active
Feature,4bb392a6-7587-8092-4da9-2983f3d44f7e,Point,"[9.6811, 55.0646]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,8.0,6,Nørreløkke,,,,05375,2011-09-28T00:00:00Z,Active
Feature,7dcae309-78f9-fba3-0e18-6da6fa5ffa30,Point,"[9.68, 55.0646]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-09-28T00:00:00Z,Pluvio,8.0,6,Nørreløkke,,,,05375,,Active
Feature,d3d4cdce-4045-8525-77d9-42c487ae9c04,Point,"[9.2058, 55.147]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2010-04-13T00:00:00Z,Pluvio,52.0,6,Rangstrup,,,,05381,2015-07-21T00:00:00Z,Active
Feature,e3d2b5b5-5e7d-6662-b60c-8997800ec5f1,Point,"[9.2057, 55.147]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2015-07-21T00:00:00Z,Pluvio,52.0,6,Rangstrup,,,,05381,,Active
Feature,fffc9ef2-fb3e-98da-2664-966cdea9c389,Point,"[9.0946, 56.7637]",DMI,DNK,,,2011-10-01T00:00:00Z,"['snow_cover_man', 'snow_depth_man']",2026-02-16T15:13:17Z,,2011-10-01T00:00:00Z,Manual snow,21.0,,Junget,,,,21160,,Active
Feature,2eb1ef91-ce99-1d0e-9bbf-4d08f8e3c6f1,Point,"[9.292, 55.2217]",DMI,DNK,,,2024-11-05T07:24:53Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2024-10-07T09:03:53Z,Pluvio,42.5,,Vojens Airport,,,,05384,,Active
Feature,71b665b8-1875-d718-ab46-9f3fa5c5b30a,Point,"[9.6684, 55.2555]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,23.0,6,Hajstrup,,,,05395,,Active
Feature,c786727d-f29c-443d-801e-149f90000b46,Point,"[9.8949, 55.4927]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,63.0,6,Båring,,,,05400,2011-11-04T00:00:00Z,Active
Feature,c75e294f-5d17-edef-6bad-71e057c14ca5,Point,"[9.8953, 55.4935]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-11-04T00:00:00Z,Pluvio,63.0,6,Båring,,,,05400,,Active
Feature,826008fe-2474-dc9a-e1cd-05b6ee87b1e9,Point,"[10.393, 55.5815]",DMI,DNK,,,2014-10-28T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2014-10-28T00:00:00Z,Pluvio,3.0,6,Tørresø,,,,05406,,Active
Feature,92ca41f8-904f-0aaf-816a-06eb57b21332,Point,"[10.3305, 55.4749]",DMI,DNK,,,2018-11-26T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2018-11-26T00:00:00Z,Pluvio,14.0,6,H. C. Andersen Airport,,,,05408,2025-10-30T11:31:59Z,Active
Feature,39909e1c-7a42-e92e-bb8a-9b551596db1a,Point,"[10.3188, 55.4709]",DMI,DNK,,,2018-11-26T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2025-10-30T11:31:59Z,Pluvio,14.0,6,H. C. Andersen Airport,,,,05408,,Active
Feature,bf4cbdc5-42e8-afaa-11d4-6772bfc03f84,Point,"[10.1025, 55.0977]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,23.0,6,Bøjden,,,,05435,2011-11-01T00:00:00Z,Active
Feature,7c8fb568-1e0f-c9af-0b48-835a45d821e0,Point,"[10.1009, 55.0978]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-11-01T00:00:00Z,Pluvio,23.0,6,Bøjden,,,,05435,,Active
Feature,ff5e0004-f22c-cebf-6013-1216aab41e08,Point,"[10.4211, 55.0741]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,,6,Ulbølle,,,,05440,2011-11-01T00:00:00Z,Active
Feature,94ace1eb-23a7-6368-b727-a01940b82ae7,Point,"[10.4249, 55.0721]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2011-11-01T00:00:00Z,Pluvio,26.0,6,Ulbølle,,,,05440,,Active
Feature,01f1555e-2a06-d8ef-507f-497dc7cc913d,Point,"[10.7094, 54.7567]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,7.0,6,Søndenbro,,,,05450,,Active
Feature,a9e6dc59-3727-a376-47a4-8f471695667d,Point,"[10.7234, 54.9463]",DMI,DNK,,,2009-12-09T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2009-12-09T00:00:00Z,Pluvio,8.0,6,Rudkøbing,,,,05455,,Active
Feature,e613b038-c96e-f6ec-c870-32b90c064a0d,Point,"[10.7279, 55.3041]",DMI,DNK,,,2010-04-13T00:00:00Z,"['precip_dur_past10min', 'precip_dur_past1h', 'precip_past10min', 'precip_past1h', 'precip_past1min']",2026-02-16T15:13:17Z,,2010-04-13T00:00:00Z,Pluvio,8.0,6,Rosilde,,,,05469,2015-11-19T00:00:00Z,Active
